,index,bidSize_1,bidPrice_1,askPrice_1,askSize_1,bidSize_2,bidPrice_2,askPrice_2,askSize_2,bidSize_3,bidPrice_3,askPrice_3,askSize_3,bidSize_4,bidPrice_4,askPrice_4,askSize_4,bidSize_5,bidPrice_5,askPrice_5,askSize_5,lastPrice,difference,direction,same,up_trend,down_trend
1,2020-12-28 23:06:53.528062+00:00,26,3730.5,3730.75,6,33,3730.25,3731.0,44,41,3730.0,3731.25,23,25,3729.75,3731.5,58,35,3729.5,3731.75,82,3730.5,0.0,0,1,0,0
2,2020-12-28 23:07:08.815131+00:00,1,3730.75,3731.0,43,27,3730.5,3731.25,23,35,3730.25,3731.5,58,41,3730.0,3731.75,82,25,3729.75,3732.0,68,3730.75,-0.25,-1,0,0,1
3,2020-12-28 23:07:09.812131+00:00,7,3730.75,3731.0,43,25,3730.5,3731.25,20,38,3730.25,3731.5,58,39,3730.0,3731.75,82,25,3729.75,3732.0,68,3730.75,0.0,0,1,0,0
4,2020-12-28 23:07:20.604379+00:00,22,3730.75,3731.0,42,22,3730.5,3731.25,19,39,3730.25,3731.5,55,39,3730.0,3731.75,82,26,3729.75,3732.0,68,3730.75,0.0,0,1,0,0
5,2020-12-28 23:07:32.154443+00:00,28,3730.75,3731.0,23,10,3730.5,3731.25,20,39,3730.25,3731.5,55,37,3730.0,3731.75,82,26,3729.75,3732.0,69,3731.0,-0.25,-1,0,0,1
6,2020-12-28 23:07:37.261563+00:00,26,3730.75,3731.0,21,10,3730.5,3731.25,21,34,3730.25,3731.5,55,37,3730.0,3731.75,82,26,3729.75,3732.0,69,3730.75,0.25,1,0,1,0
7,2020-12-28 23:07:37.994076+00:00,25,3730.75,3731.0,21,10,3730.5,3731.25,21,34,3730.25,3731.5,55,37,3730.0,3731.75,82,26,3729.75,3732.0,69,3731.0,-0.25,-1,0,0,1
8,2020-12-28 23:07:40.098592+00:00,15,3730.75,3731.0,6,11,3730.5,3731.25,22,21,3730.25,3731.5,54,39,3730.0,3731.75,79,27,3729.75,3732.0,71,3731.0,0.0,0,1,0,0
9,2020-12-28 23:07:41.868134+00:00,10,3730.5,3730.75,2,21,3730.25,3731.0,11,39,3730.0,3731.25,24,27,3729.75,3731.5,54,37,3729.5,3731.75,79,3730.75,0.25,1,0,1,0
10,2020-12-28 23:07:49.885255+00:00,4,3730.75,3731.0,15,16,3730.5,3731.25,24,21,3730.25,3731.5,54,36,3730.0,3731.75,82,27,3729.75,3732.0,70,3730.75,0.0,0,1,0,0
11,2020-12-28 23:07:53.394345+00:00,7,3730.75,3731.0,13,16,3730.5,3731.25,23,20,3730.25,3731.5,54,36,3730.0,3731.75,82,27,3729.75,3732.0,70,3731.0,-0.25,-1,0,0,1
12,2020-12-28 23:07:53.724857+00:00,7,3730.75,3731.0,13,16,3730.5,3731.25,23,20,3730.25,3731.5,54,36,3730.0,3731.75,82,27,3729.75,3732.0,70,3730.75,0.25,1,0,1,0
13,2020-12-28 23:07:55.200371+00:00,12,3730.75,3731.0,1,21,3730.5,3731.25,22,20,3730.25,3731.5,54,38,3730.0,3731.75,79,27,3729.75,3732.0,70,3731.0,-0.25,-1,0,0,1
14,2020-12-28 23:07:55.498888+00:00,5,3731.0,3731.25,21,14,3730.75,3731.5,53,19,3730.5,3731.75,79,20,3730.25,3732.0,70,38,3730.0,3732.25,18,3731.0,0.0,0,1,0,0
15,2020-12-28 23:08:04.645469+00:00,15,3730.75,3731.0,8,23,3730.5,3731.25,21,19,3730.25,3731.5,56,38,3730.0,3731.75,79,30,3729.75,3732.0,70,3731.0,0.0,0,1,0,0
16,2020-12-28 23:08:15.165033+00:00,15,3730.75,3731.0,10,24,3730.5,3731.25,21,19,3730.25,3731.5,55,38,3730.0,3731.75,80,30,3729.75,3732.0,70,3731.0,0.0,0,1,0,0
17,2020-12-28 23:08:21.247643+00:00,45,3731.0,3731.25,21,15,3730.75,3731.5,50,25,3730.5,3731.75,79,19,3730.25,3732.0,70,38,3730.0,3732.25,18,3731.25,-0.25,-1,0,0,1
18,2020-12-28 23:08:22.446158+00:00,45,3731.0,3731.25,18,14,3730.75,3731.5,49,24,3730.5,3731.75,79,21,3730.25,3732.0,70,38,3730.0,3732.25,18,3731.25,0.0,0,1,0,0
19,2020-12-28 23:08:30.497255+00:00,42,3731.0,3731.25,20,14,3730.75,3731.5,49,23,3730.5,3731.75,79,21,3730.25,3732.0,70,38,3730.0,3732.25,18,3731.0,0.25,1,0,1,0
20,2020-12-28 23:08:35.106804+00:00,19,3731.0,3731.25,20,16,3730.75,3731.5,53,24,3730.5,3731.75,79,21,3730.25,3732.0,70,39,3730.0,3732.25,19,3731.0,0.0,0,1,0,0
21,2020-12-28 23:08:37.011327+00:00,19,3731.0,3731.25,22,16,3730.75,3731.5,52,24,3730.5,3731.75,79,21,3730.25,3732.0,70,39,3730.0,3732.25,19,3731.0,0.0,0,1,0,0
22,2020-12-28 23:08:45.401902+00:00,20,3731.0,3731.25,18,17,3730.75,3731.5,51,25,3730.5,3731.75,79,22,3730.25,3732.0,69,39,3730.0,3732.25,19,3731.25,-0.25,-1,0,0,1
23,2020-12-28 23:08:46.330702+00:00,23,3731.0,3731.25,13,17,3730.75,3731.5,51,23,3730.5,3731.75,79,20,3730.25,3732.0,69,39,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
24,2020-12-28 23:08:49.272652+00:00,24,3731.0,3731.25,14,19,3730.75,3731.5,51,23,3730.5,3731.75,78,21,3730.25,3732.0,69,38,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
25,2020-12-28 23:08:52.726713+00:00,23,3731.0,3731.25,20,18,3730.75,3731.5,51,23,3730.5,3731.75,78,21,3730.25,3732.0,69,38,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
26,2020-12-28 23:09:04.436893+00:00,21,3731.0,3731.25,23,19,3730.75,3731.5,51,23,3730.5,3731.75,78,21,3730.25,3732.0,69,38,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
27,2020-12-28 23:09:12.482111+00:00,19,3731.0,3731.25,26,18,3730.75,3731.5,53,28,3730.5,3731.75,78,22,3730.25,3732.0,69,38,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
28,2020-12-28 23:09:27.107757+00:00,20,3731.0,3731.25,23,21,3730.75,3731.5,60,28,3730.5,3731.75,78,21,3730.25,3732.0,69,38,3730.0,3732.25,19,3731.25,0.0,0,1,0,0
29,2020-12-28 23:09:40.328851+00:00,21,3731.0,3731.25,26,20,3730.75,3731.5,60,28,3730.5,3731.75,78,21,3730.25,3732.0,69,38,3730.0,3732.25,20,3731.25,0.0,0,1,0,0
30,2020-12-28 23:09:55.253055+00:00,23,3731.0,3731.25,23,21,3730.75,3731.5,60,26,3730.5,3731.75,81,29,3730.25,3732.0,69,31,3730.0,3732.25,20,3731.25,0.0,0,1,0,0
31,2020-12-28 23:09:55.714973+00:00,3,3731.25,3731.5,30,23,3731.0,3731.75,81,21,3730.75,3732.0,69,26,3730.5,3732.25,20,29,3730.25,3732.5,92,3731.5,-0.25,-1,0,0,1
32,2020-12-28 23:10:03.450780+00:00,23,3731.0,3731.25,38,25,3730.75,3731.5,39,25,3730.5,3731.75,81,30,3730.25,3732.0,66,34,3730.0,3732.25,21,3731.25,0.25,1,0,1,0
33,2020-12-28 23:10:04.356781+00:00,23,3731.0,3731.25,38,25,3730.75,3731.5,39,25,3730.5,3731.75,81,30,3730.25,3732.0,66,34,3730.0,3732.25,21,3731.0,0.25,1,0,1,0
34,2020-12-28 23:10:09.758423+00:00,29,3730.75,3731.0,1,25,3730.5,3731.25,15,30,3730.25,3731.5,27,33,3730.0,3731.75,82,34,3729.75,3732.0,68,3731.0,0.0,0,1,0,0
35,2020-12-28 23:10:21.899604+00:00,8,3731.0,3731.25,12,30,3730.75,3731.5,28,26,3730.5,3731.75,82,30,3730.25,3732.0,68,33,3730.0,3732.25,22,3731.0,0.0,0,1,0,0
36,2020-12-28 23:10:35.022916+00:00,11,3731.0,3731.25,15,30,3730.75,3731.5,27,26,3730.5,3731.75,82,30,3730.25,3732.0,68,33,3730.0,3732.25,22,3731.0,0.0,0,1,0,0
37,2020-12-28 23:10:38.127428+00:00,10,3731.0,3731.25,14,30,3730.75,3731.5,27,26,3730.5,3731.75,82,30,3730.25,3732.0,67,33,3730.0,3732.25,22,3731.0,0.0,0,1,0,0
38,2020-12-28 23:10:43.336971+00:00,12,3731.0,3731.25,5,33,3730.75,3731.5,35,26,3730.5,3731.75,82,33,3730.25,3732.0,67,33,3730.0,3732.25,21,3731.25,-0.25,-1,0,0,1
39,2020-12-28 23:10:45.407167+00:00,14,3731.0,3731.25,6,33,3730.75,3731.5,39,30,3730.5,3731.75,82,32,3730.25,3732.0,67,32,3730.0,3732.25,21,3731.25,0.0,0,1,0,0
40,2020-12-28 23:10:55.029760+00:00,18,3731.0,3731.25,6,34,3730.75,3731.5,38,31,3730.5,3731.75,82,30,3730.25,3732.0,67,32,3730.0,3732.25,21,3731.25,0.0,0,1,0,0
41,2020-12-28 23:10:58.860795+00:00,17,3731.0,3731.25,6,34,3730.75,3731.5,39,31,3730.5,3731.75,82,30,3730.25,3732.0,67,32,3730.0,3732.25,21,3731.0,0.25,1,0,1,0
42,2020-12-28 23:11:01.670352+00:00,17,3731.0,3731.25,1,34,3730.75,3731.5,38,31,3730.5,3731.75,82,30,3730.25,3732.0,67,32,3730.0,3732.25,21,3731.0,0.0,0,1,0,0
43,2020-12-28 23:11:01.757865+00:00,17,3731.0,3731.25,1,34,3730.75,3731.5,38,31,3730.5,3731.75,82,30,3730.25,3732.0,67,32,3730.0,3732.25,21,3731.25,-0.25,-1,0,0,1
44,2020-12-28 23:11:05.038404+00:00,57,3731.25,3731.5,32,18,3731.0,3731.75,82,33,3730.75,3732.0,64,30,3730.5,3732.25,21,29,3730.25,3732.5,91,3731.5,-0.25,-1,0,0,1
45,2020-12-28 23:11:05.478403+00:00,57,3731.25,3731.5,30,18,3731.0,3731.75,82,32,3730.75,3732.0,64,30,3730.5,3732.25,21,29,3730.25,3732.5,91,3731.5,0.0,0,1,0,0
46,2020-12-28 23:11:10.188000+00:00,57,3731.25,3731.5,29,18,3731.0,3731.75,82,32,3730.75,3732.0,64,31,3730.5,3732.25,21,29,3730.25,3732.5,91,3731.5,0.0,0,1,0,0
47,2020-12-28 23:11:14.449025+00:00,57,3731.25,3731.5,24,18,3731.0,3731.75,81,32,3730.75,3732.0,64,33,3730.5,3732.25,21,29,3730.25,3732.5,91,3731.5,0.0,0,1,0,0
48,2020-12-28 23:11:17.372575+00:00,61,3731.25,3731.5,10,19,3731.0,3731.75,82,32,3730.75,3732.0,64,35,3730.5,3732.25,20,29,3730.25,3732.5,89,3731.5,0.0,0,1,0,0
49,2020-12-28 23:11:23.415273+00:00,60,3731.25,3731.5,11,19,3731.0,3731.75,82,32,3730.75,3732.0,64,35,3730.5,3732.25,25,29,3730.25,3732.5,88,3731.5,0.0,0,1,0,0
50,2020-12-28 23:11:30.792020+00:00,63,3731.25,3731.5,9,20,3731.0,3731.75,82,31,3730.75,3732.0,64,33,3730.5,3732.25,25,29,3730.25,3732.5,88,3731.5,0.0,0,1,0,0
51,2020-12-28 23:11:34.898073+00:00,59,3731.25,3731.5,16,21,3731.0,3731.75,82,32,3730.75,3732.0,64,33,3730.5,3732.25,24,29,3730.25,3732.5,89,3731.25,0.25,1,0,1,0
52,2020-12-28 23:11:35.639073+00:00,52,3731.25,3731.5,16,20,3731.0,3731.75,82,32,3730.75,3732.0,64,33,3730.5,3732.25,24,29,3730.25,3732.5,89,3731.25,0.0,0,1,0,0
53,2020-12-28 23:11:38.344207+00:00,53,3731.25,3731.5,13,20,3731.0,3731.75,82,32,3730.75,3732.0,64,33,3730.5,3732.25,24,29,3730.25,3732.5,89,3731.5,-0.25,-1,0,0,1
54,2020-12-28 23:11:40.923641+00:00,54,3731.25,3731.5,12,20,3731.0,3731.75,82,32,3730.75,3732.0,64,33,3730.5,3732.25,24,29,3730.25,3732.5,92,3731.25,0.25,1,0,1,0
55,2020-12-28 23:11:41.348641+00:00,52,3731.25,3731.5,12,20,3731.0,3731.75,82,32,3730.75,3732.0,64,33,3730.5,3732.25,24,29,3730.25,3732.5,92,3731.25,0.0,0,1,0,0
56,2020-12-28 23:11:48.642157+00:00,52,3731.25,3731.5,39,22,3731.0,3731.75,81,34,3730.75,3732.0,64,35,3730.5,3732.25,24,38,3730.25,3732.5,92,3731.5,-0.25,-1,0,0,1
57,2020-12-28 23:11:55.573156+00:00,53,3731.25,3731.5,39,30,3731.0,3731.75,81,34,3730.75,3732.0,65,35,3730.5,3732.25,24,29,3730.25,3732.5,93,3731.5,0.0,0,1,0,0
58,2020-12-28 23:12:01.684681+00:00,50,3731.25,3731.5,39,29,3731.0,3731.75,81,36,3730.75,3732.0,65,35,3730.5,3732.25,24,29,3730.25,3732.5,90,3731.25,0.25,1,0,1,0
59,2020-12-28 23:12:04.062873+00:00,46,3731.25,3731.5,37,29,3731.0,3731.75,81,36,3730.75,3732.0,65,35,3730.5,3732.25,24,29,3730.25,3732.5,90,3731.5,-0.25,-1,0,0,1
60,2020-12-28 23:12:08.094925+00:00,49,3731.25,3731.5,39,28,3731.0,3731.75,81,35,3730.75,3732.0,65,36,3730.5,3732.25,24,29,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
61,2020-12-28 23:12:10.764905+00:00,47,3731.25,3731.5,37,29,3731.0,3731.75,81,30,3730.75,3732.0,65,36,3730.5,3732.25,24,29,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
62,2020-12-28 23:12:16.609805+00:00,48,3731.25,3731.5,38,29,3731.0,3731.75,81,30,3730.75,3732.0,65,36,3730.5,3732.25,24,29,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
63,2020-12-28 23:12:27.020785+00:00,50,3731.25,3731.5,41,30,3731.0,3731.75,81,30,3730.75,3732.0,65,39,3730.5,3732.25,24,26,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
64,2020-12-28 23:12:33.609029+00:00,55,3731.25,3731.5,14,31,3731.0,3731.75,80,30,3730.75,3732.0,65,35,3730.5,3732.25,24,26,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
65,2020-12-28 23:12:37.849547+00:00,52,3731.25,3731.5,24,31,3731.0,3731.75,79,30,3730.75,3732.0,65,35,3730.5,3732.25,24,26,3730.25,3732.5,90,3731.5,0.0,0,1,0,0
66,2020-12-28 23:12:39.955059+00:00,44,3731.25,3731.5,20,31,3731.0,3731.75,79,30,3730.75,3732.0,65,35,3730.5,3732.25,24,26,3730.25,3732.5,90,3731.25,0.25,1,0,1,0
67,2020-12-28 23:12:40.828578+00:00,13,3731.25,3731.5,17,31,3731.0,3731.75,80,30,3730.75,3732.0,65,35,3730.5,3732.25,24,26,3730.25,3732.5,90,3731.5,-0.25,-1,0,0,1
68,2020-12-28 23:12:45.137695+00:00,30,3731.0,3731.25,5,30,3730.75,3731.5,19,35,3730.5,3731.75,80,26,3730.25,3732.0,65,34,3730.0,3732.25,24,3731.25,0.25,1,0,1,0
69,2020-12-28 23:12:46.067215+00:00,29,3731.0,3731.25,17,28,3730.75,3731.5,18,33,3730.5,3731.75,80,26,3730.25,3732.0,65,34,3730.0,3732.25,24,3731.25,0.0,0,1,0,0
70,2020-12-28 23:12:50.073943+00:00,32,3731.0,3731.25,16,28,3730.75,3731.5,17,33,3730.5,3731.75,80,26,3730.25,3732.0,64,34,3730.0,3732.25,29,3731.0,0.25,1,0,1,0
71,2020-12-28 23:12:59.566717+00:00,32,3731.0,3731.25,17,26,3730.75,3731.5,18,34,3730.5,3731.75,75,18,3730.25,3732.0,64,34,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
72,2020-12-28 23:13:04.369328+00:00,28,3731.0,3731.25,17,26,3730.75,3731.5,18,34,3730.5,3731.75,90,18,3730.25,3732.0,64,34,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
73,2020-12-28 23:13:08.111869+00:00,32,3731.0,3731.25,5,26,3730.75,3731.5,17,35,3730.5,3731.75,90,18,3730.25,3732.0,64,38,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
74,2020-12-28 23:13:12.321521+00:00,30,3731.0,3731.25,5,26,3730.75,3731.5,17,35,3730.5,3731.75,90,18,3730.25,3732.0,64,38,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
75,2020-12-28 23:13:12.994521+00:00,2,3731.25,3731.5,17,34,3731.0,3731.75,90,27,3730.75,3732.0,64,35,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.25,-0.25,-1,0,0,1
76,2020-12-28 23:13:17.837063+00:00,8,3731.25,3731.5,16,36,3731.0,3731.75,90,27,3730.75,3732.0,64,35,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.5,-0.25,-1,0,0,1
77,2020-12-28 23:13:18.335062+00:00,10,3731.25,3731.5,14,38,3731.0,3731.75,90,27,3730.75,3732.0,64,35,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.5,0.0,0,1,0,0
78,2020-12-28 23:13:22.540840+00:00,12,3731.25,3731.5,16,39,3731.0,3731.75,90,27,3730.75,3732.0,64,34,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.5,0.0,0,1,0,0
79,2020-12-28 23:13:22.741356+00:00,12,3731.25,3731.5,16,39,3731.0,3731.75,90,27,3730.75,3732.0,64,34,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.25,0.25,1,0,1,0
80,2020-12-28 23:13:29.752926+00:00,12,3731.25,3731.5,16,40,3731.0,3731.75,90,27,3730.75,3732.0,64,34,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.25,0.0,0,1,0,0
81,2020-12-28 23:13:34.661485+00:00,12,3731.25,3731.5,15,39,3731.0,3731.75,92,27,3730.75,3732.0,64,34,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.25,0.0,0,1,0,0
82,2020-12-28 23:13:40.171313+00:00,14,3731.25,3731.5,16,40,3731.0,3731.75,92,28,3730.75,3732.0,64,33,3730.5,3732.25,29,18,3730.25,3732.5,91,3731.25,0.0,0,1,0,0
83,2020-12-28 23:13:44.679987+00:00,38,3731.0,3731.25,1,28,3730.75,3731.5,17,35,3730.5,3731.75,94,18,3730.25,3732.0,64,39,3730.0,3732.25,29,3731.0,0.25,1,0,1,0
84,2020-12-28 23:13:45.582076+00:00,36,3731.0,3731.25,2,28,3730.75,3731.5,15,34,3730.5,3731.75,94,18,3730.25,3732.0,64,39,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
85,2020-12-28 23:13:51.263126+00:00,34,3731.0,3731.25,8,29,3730.75,3731.5,15,34,3730.5,3731.75,94,18,3730.25,3732.0,64,40,3730.0,3732.25,29,3731.0,0.0,0,1,0,0
86,2020-12-28 23:13:54.990646+00:00,31,3730.75,3731.25,36,34,3730.5,3731.5,19,17,3730.25,3731.75,94,39,3730.0,3732.0,67,32,3729.75,3732.25,31,3731.0,0.0,0,1,0,0
87,2020-12-28 23:13:59.782923+00:00,31,3730.75,3731.0,7,34,3730.5,3731.25,36,17,3730.25,3731.5,24,39,3730.0,3731.75,94,32,3729.75,3732.0,67,3731.0,0.0,0,1,0,0
88,2020-12-28 23:14:03.286948+00:00,15,3731.0,3731.25,34,40,3730.75,3731.5,21,35,3730.5,3731.75,94,17,3730.25,3732.0,68,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
89,2020-12-28 23:14:06.800462+00:00,10,3731.0,3731.25,35,40,3730.75,3731.5,21,35,3730.5,3731.75,94,17,3730.25,3732.0,68,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
90,2020-12-28 23:14:11.135003+00:00,9,3731.0,3731.25,34,40,3730.75,3731.5,21,35,3730.5,3731.75,94,29,3730.25,3732.0,69,33,3730.0,3732.25,34,3731.0,0.0,0,1,0,0
91,2020-12-28 23:14:16.227167+00:00,7,3731.0,3731.25,35,41,3730.75,3731.5,21,35,3730.5,3731.75,97,29,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
92,2020-12-28 23:14:22.253226+00:00,15,3731.0,3731.25,39,44,3730.75,3731.5,23,35,3730.5,3731.75,95,18,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
93,2020-12-28 23:14:25.258257+00:00,18,3731.0,3731.25,36,45,3730.75,3731.5,23,35,3730.5,3731.75,95,18,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
94,2020-12-28 23:14:33.371088+00:00,19,3731.0,3731.25,36,45,3730.75,3731.5,21,35,3730.5,3731.75,98,17,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
95,2020-12-28 23:14:39.447586+00:00,44,3730.75,3731.25,37,35,3730.5,3731.5,21,17,3730.25,3731.75,98,33,3730.0,3732.0,69,32,3729.75,3732.25,31,3731.0,0.0,0,1,0,0
96,2020-12-28 23:14:41.047104+00:00,43,3730.75,3731.0,1,33,3730.5,3731.25,37,18,3730.25,3731.5,21,33,3730.0,3731.75,98,32,3729.75,3732.0,69,3730.75,0.25,1,0,1,0
97,2020-12-28 23:14:43.790133+00:00,45,3730.75,3731.25,38,34,3730.5,3731.5,21,17,3730.25,3731.75,98,33,3730.0,3732.0,69,32,3729.75,3732.25,31,3731.0,-0.25,-1,0,0,1
98,2020-12-28 23:14:46.673677+00:00,2,3731.0,3731.25,38,45,3730.75,3731.5,20,34,3730.5,3731.75,98,17,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
99,2020-12-28 23:14:51.703705+00:00,11,3731.0,3731.25,36,45,3730.75,3731.5,20,34,3730.5,3731.75,97,17,3730.25,3732.0,69,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
100,2020-12-28 23:14:59.085274+00:00,8,3731.0,3731.25,38,47,3730.75,3731.5,21,33,3730.5,3731.75,97,17,3730.25,3732.0,68,33,3730.0,3732.25,31,3731.0,0.0,0,1,0,0
101,2020-12-28 23:15:05.031305+00:00,11,3731.0,3731.25,35,47,3730.75,3731.5,21,35,3730.5,3731.75,95,17,3730.25,3732.0,69,33,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
102,2020-12-28 23:15:08.840390+00:00,14,3731.0,3731.25,34,48,3730.75,3731.5,21,35,3730.5,3731.75,95,17,3730.25,3732.0,69,33,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
103,2020-12-28 23:15:17.457968+00:00,13,3731.0,3731.25,36,46,3730.75,3731.5,21,35,3730.5,3731.75,97,17,3730.25,3732.0,67,34,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
104,2020-12-28 23:15:20.244977+00:00,16,3731.0,3731.25,36,46,3730.75,3731.5,20,35,3730.5,3731.75,97,17,3730.25,3732.0,67,34,3730.0,3732.25,39,3731.25,-0.25,-1,0,0,1
105,2020-12-28 23:15:21.488007+00:00,19,3731.0,3731.25,29,44,3730.75,3731.5,20,36,3730.5,3731.75,97,17,3730.25,3732.0,67,34,3730.0,3732.25,39,3731.25,0.0,0,1,0,0
106,2020-12-28 23:15:21.966521+00:00,19,3731.0,3731.25,29,44,3730.75,3731.5,20,36,3730.5,3731.75,97,17,3730.25,3732.0,67,34,3730.0,3732.25,39,3731.0,0.25,1,0,1,0
107,2020-12-28 23:15:25.975550+00:00,15,3731.0,3731.25,33,44,3730.75,3731.5,21,37,3730.5,3731.75,97,17,3730.25,3732.0,67,34,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
108,2020-12-28 23:15:27.865065+00:00,8,3731.0,3731.25,35,44,3730.75,3731.5,21,37,3730.5,3731.75,97,17,3730.25,3732.0,67,38,3730.0,3732.25,39,3731.25,-0.25,-1,0,0,1
109,2020-12-28 23:15:29.483097+00:00,12,3731.0,3731.25,28,44,3730.75,3731.5,21,37,3730.5,3731.75,97,17,3730.25,3732.0,67,38,3730.0,3732.25,39,3731.25,0.0,0,1,0,0
110,2020-12-28 23:15:33.851639+00:00,12,3731.0,3731.25,29,44,3730.75,3731.5,21,37,3730.5,3731.75,97,16,3730.25,3732.0,67,38,3730.0,3732.25,39,3731.0,0.25,1,0,1,0
111,2020-12-28 23:15:34.857152+00:00,9,3731.0,3731.25,30,44,3730.75,3731.5,21,37,3730.5,3731.75,97,16,3730.25,3732.0,67,38,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
112,2020-12-28 23:15:42.710640+00:00,16,3731.0,3731.25,30,45,3730.75,3731.5,21,37,3730.5,3731.75,97,16,3730.25,3732.0,67,39,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
113,2020-12-28 23:15:46.719428+00:00,18,3731.0,3731.25,29,45,3730.75,3731.5,21,39,3730.5,3731.75,97,16,3730.25,3732.0,67,39,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
114,2020-12-28 23:16:01.457595+00:00,13,3731.0,3731.25,29,41,3730.75,3731.5,21,39,3730.5,3731.75,97,16,3730.25,3732.0,67,38,3730.0,3732.25,39,3731.0,0.0,0,1,0,0
115,2020-12-28 23:16:12.872015+00:00,25,3731.0,3731.25,25,43,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,39,3730.0,3732.25,40,3731.25,-0.25,-1,0,0,1
116,2020-12-28 23:16:22.372082+00:00,7,3731.0,3731.25,26,43,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,39,3730.0,3732.25,40,3731.0,0.25,1,0,1,0
117,2020-12-28 23:16:24.166594+00:00,11,3731.0,3731.25,30,42,3730.75,3731.5,23,40,3730.5,3731.75,98,17,3730.25,3732.0,68,39,3730.0,3732.25,40,3731.0,0.0,0,1,0,0
118,2020-12-28 23:16:28.101654+00:00,15,3731.0,3731.25,28,42,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,39,3730.0,3732.25,40,3731.0,0.0,0,1,0,0
119,2020-12-28 23:16:36.906776+00:00,20,3731.0,3731.25,30,45,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,38,3730.0,3732.25,38,3731.0,0.0,0,1,0,0
120,2020-12-28 23:16:37.482775+00:00,20,3731.0,3731.25,30,45,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,38,3730.0,3732.25,38,3731.25,-0.25,-1,0,0,1
121,2020-12-28 23:16:40.612802+00:00,20,3731.0,3731.25,26,45,3730.75,3731.5,22,40,3730.5,3731.75,98,17,3730.25,3732.0,68,38,3730.0,3732.25,38,3731.25,0.0,0,1,0,0
122,2020-12-28 23:16:47.009345+00:00,25,3731.0,3731.25,24,45,3730.75,3731.5,22,40,3730.5,3731.75,95,17,3730.25,3732.0,68,38,3730.0,3732.25,38,3731.0,0.25,1,0,1,0
123,2020-12-28 23:16:59.258801+00:00,26,3731.0,3731.25,25,45,3730.75,3731.5,22,40,3730.5,3731.75,95,17,3730.25,3732.0,68,38,3730.0,3732.25,38,3731.0,0.0,0,1,0,0
124,2020-12-28 23:17:01.634317+00:00,12,3731.25,3731.5,20,28,3731.0,3731.75,95,45,3730.75,3732.0,68,40,3730.5,3732.25,38,17,3730.25,3732.5,98,3731.25,-0.25,-1,0,0,1
125,2020-12-28 23:17:05.276855+00:00,17,3731.25,3731.5,21,20,3731.0,3731.75,95,45,3730.75,3732.0,65,40,3730.5,3732.25,38,20,3730.25,3732.5,98,3731.25,0.0,0,1,0,0
126,2020-12-28 23:17:05.479370+00:00,17,3731.25,3731.5,21,20,3731.0,3731.75,95,45,3730.75,3732.0,65,40,3730.5,3732.25,38,20,3730.25,3732.5,98,3731.5,-0.25,-1,0,0,1
